policyno,plcydate,clm_freq5,clm_amt5,clm_amt,kidsdriv,travtime,car_use,bluebook,retained,npolicy,car_type,red_car,mvr_pts,clm_flag,age,homekids,yoj,income,gender,parent1,jobclass,max_educ,home_val,samehome,yearsinhome,area,in_yy,hadclaim,commercial,cartype_panel,cartype_sports,cartype_pickup,cartype_suv,cartype_sedan,cartype_van,redcar,revolked,male,married,singleparent,job_bluecollar,urban,homeowner,probclaim
35249099,1996-08-16,0,0,0,0,5,Private,1520,10,4,Sports Car,no,0,No,50,0,12,7971,F,No,Home Maker,PhD,0,16,16,Rural,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.025120215
35294755,1998-11-02,3,5829,0,0,38,Private,9950,6,1,Pickup,no,1,No,39,0,11,33037,M,No,Clerical,High School,118221,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,.49785861
35298076,1994-03-31,0,0,0,0,38,Private,26310,4,1,Sedan,yes,0,No,67,0,14,40863,M,No,Professional,Bachelors,0,6,6,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,.12360734
35305920,1995-11-02,2,17445,3670,0,69,Private,12010,4,1,Pickup,yes,3,Yes,42,2,NA,,M,No,Lawyer,Masters,165531,12,12,Urban,FALSE,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,.53297544
35306698,1998-11-10,0,0,0,1,40,Commercial,27260,1,1,Panel Truck,no,0,No,38,2,12,61564,M,No,Clerical,Bachelors,223120,7,7,Urban,TRUE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,.35454962
35311017,1995-05-21,1,20115,6801,0,54,Private,9150,4,2,Pickup,no,6,Yes,47,0,14,19483,M,No,Clerical,High School,81685,3,3,Urban,FALSE,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,.55346346
35335200,1996-08-19,1,5898,0,0,5,Private,20690,13,2,Pickup,no,6,No,35,2,7,32634,F,Yes,Blue Collar,<High School,131445,5,5,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,.20600668
35337473,1993-06-12,0,0,0,0,36,Private,23940,10,1,Sedan,no,1,No,44,2,10,152787,F,Yes,Doctor,PhD,398731,18,18,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,.070179366
35337921,1997-03-14,2,4056,0,0,12,Commercial,14960,7,1,Pickup,no,1,No,40,0,10,48812,F,No,Clerical,High School,149499,1,1,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.29053935
35361107,1994-02-18,3,2069,0,0,16,Private,5800,1,2,SUV,no,2,No,43,0,9,121075,F,No,Lawyer,Masters,0,17,17,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.4092702
35383031,1996-04-03,0,0,44916,0,41,Commercial,19430,1,2,Van,yes,2,Yes,16,0,10,50100,M,No,Blue Collar,High School,158926,7,7,Urban,TRUE,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,.48898396
35383877,1996-08-22,0,0,0,0,29,Private,65970,1,1,Sedan,yes,0,No,50,0,10,367030,M,No,Doctor,PhD,885282,9,9,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.01564943
35389398,1997-04-12,0,0,0,0,11,Commercial,28600,1,2,Panel Truck,yes,1,No,30,0,8,52120,M,No,Professional,Bachelors,0,1,1,Rural,TRUE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,.062498923
35397969,1995-11-21,2,6680,0,0,30,Commercial,40580,10,1,Van,no,3,No,55,0,14,131277,F,No,Manager,PhD,0,16,16,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,.22182426
35399107,1997-04-01,0,0,0,0,23,Private,18190,4,1,Sports Car,no,2,No,37,0,10,11754,F,No,Clerical,<High School,108868,7,7,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.18645084
35421865,1994-03-30,1,1208,0,0,10,Commercial,23570,6,4,Panel Truck,no,2,No,49,0,5,9316,M,No,Manager,PhD,138563,9,9,Urban,FALSE,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,.45572346
35467412,1996-11-03,4,4559,0,0,21,Private,19770,6,1,Sedan,no,5,No,55,0,11,43180,F,No,Professional,Masters,160177,15,15,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,.19161589
35470009,1994-11-04,3,3502,0,0,25,Private,20670,4,1,Van,no,6,No,43,0,10,69301,M,No,Clerical,High School,0,7,7,Urban,FALSE,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,.47140187
35486115,1995-03-06,1,5290,0,1,32,Private,5340,14,1,SUV,no,0,No,38,3,0,0,F,No,Student,<High School,0,4,4,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.054337479
35515305,1996-03-25,0,0,0,1,12,Private,5900,1,1,Sports Car,no,4,No,44,3,9,4701,F,No,Student,High School,0,11,11,Rural,TRUE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,.095311075
35538505,1995-12-17,1,4350,0,0,31,Commercial,7470,6,1,SUV,no,2,No,35,0,13,24696,F,No,Student,Bachelors,0,8,8,Urban,FALSE,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.47179681
35540693,1994-10-14,0,0,0,0,52,Commercial,19390,10,1,Van,yes,0,No,46,0,11,19313,M,No,Clerical,<High School,120019,1,1,Rural,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,.035741203
35557405,1997-08-12,3,16328,0,0,39,Commercial,40980,11,2,Panel Truck,yes,1,No,46,0,13,153458,M,No,Unknown,PhD,0,15,15,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,.22551946
35564023,1995-04-28,1,6495,0,0,41,Private,17190,12,2,Sedan,no,0,No,47,0,8,9898,M,No,Student,High School,160830,1,1,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,.0092193093
35590264,1998-11-30,2,3246,3158,0,41,Private,15050,1,1,SUV,no,1,Yes,33,4,14,21746,F,No,Blue Collar,<High School,124207,2,2,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.44815704
35605671,1996-07-03,0,0,0,0,42,Commercial,14400,1,3,Sedan,no,0,No,48,0,10,34606,M,No,Blue Collar,<High School,163682,1,1,Urban,TRUE,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,1,.46564683
35609517,1993-08-01,1,3996,4052,0,23,Commercial,11610,10,1,Pickup,no,5,Yes,49,0,0,0,M,No,Student,<High School,0,1,1,Urban,FALSE,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,.44468513
35618556,1997-07-27,2,2911,0,0,12,Private,29980,6,2,Pickup,no,3,No,34,1,9,85128,F,Yes,Manager,Bachelors,230131,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,.22721845
35620210,1996-04-17,2,24139,0,0,50,Commercial,20590,1,2,Van,no,5,No,35,0,11,,M,No,Manager,Masters,0,17,17,Urban,FALSE,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,.7654047
35639326,1996-01-09,0,0,0,0,48,Commercial,17060,1,3,Van,yes,1,No,50,0,13,15545,M,No,Unknown,PhD,139781,15,15,Urban,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.25103682
35642390,1998-11-04,0,0,0,0,28,Private,27770,1,2,Sedan,no,0,No,41,2,15,129236,M,No,Lawyer,Masters,324725,1,1,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,.011084309
35646735,1999-01-06,0,0,0,0,31,Private,10300,7,2,SUV,no,4,No,50,1,11,37967,F,No,Clerical,<High School,149654,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.035971802
35652241,1998-07-24,0,0,0,0,29,Private,19090,7,1,Sports Car,no,0,No,37,0,10,138854,F,No,Professional,Masters,410049,14,14,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.1077948
35665697,1995-05-17,1,11909,0,0,11,Commercial,19010,11,1,Van,yes,4,No,43,0,6,132108,M,No,Unknown,PhD,0,17,17,Urban,FALSE,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,.26445672
35698448,1998-04-29,0,0,0,2,19,Private,8770,4,1,SUV,no,3,No,40,3,11,52068,F,No,Clerical,Bachelors,220790,14,14,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.052353855
35700551,1994-02-03,0,0,1145,0,46,Private,6700,1,1,Pickup,no,0,Yes,52,0,10,43546,M,No,Blue Collar,<High School,0,1,1,Urban,TRUE,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,.42694518
35706915,1993-12-26,0,0,0,0,38,Commercial,5400,1,1,SUV,no,0,No,39,0,0,0,F,No,Student,Bachelors,0,6,6,Rural,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.14789818
35707867,1997-03-13,3,2733,0,0,32,Commercial,22010,1,3,Van,yes,6,No,54,0,14,151138,M,No,Manager,Bachelors,409989,1,1,Urban,TRUE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.56744581
35711571,1993-06-09,0,0,0,0,52,Commercial,17810,11,1,Van,yes,1,No,49,0,9,114122,M,No,Blue Collar,Bachelors,0,10,10,Rural,FALSE,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,.060638726
35718560,1998-12-19,3,9937,5064,0,58,Commercial,8030,3,3,SUV,no,0,Yes,38,3,17,77830,F,No,Blue Collar,High School,157793,11,11,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.6113748
35725641,1995-02-25,2,6534,0,0,37,Commercial,32490,1,2,Panel Truck,yes,0,No,49,0,10,45187,M,No,Professional,High School,165265,1,1,Urban,TRUE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.28372273
35748490,1996-08-31,4,3416,2557,0,22,Commercial,16260,4,1,SUV,no,3,Yes,36,1,13,39811,F,No,Blue Collar,High School,139551,4,4,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.56668603
35755815,1998-12-09,0,0,0,0,14,Private,9640,1,1,Sports Car,no,3,No,32,2,0,0,F,Yes,Home Maker,High School,0,8,8,Rural,TRUE,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,.20898694
35788254,1994-11-24,0,0,0,0,35,Commercial,37620,6,1,Van,no,1,No,58,0,12,142170,F,No,Unknown,Masters,381407,12,12,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,.10468636
35808717,1997-10-06,0,0,0,0,38,Commercial,18450,10,2,Van,yes,0,No,37,0,13,53059,M,No,Professional,Bachelors,220548,16,16,Rural,FALSE,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,.016115343
35809970,1994-12-19,0,0,0,0,33,Private,15630,6,1,Sedan,no,4,No,50,0,10,136458,F,No,Doctor,PhD,0,19,19,Urban,FALSE,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,.28624046
35818927,1996-08-31,0,0,0,0,46,Commercial,24650,6,1,Panel Truck,yes,0,No,51,0,9,161325,M,No,Manager,PhD,429578,14,14,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.1507836
35830321,1994-03-15,0,0,2474,0,52,Private,9720,1,2,SUV,no,0,Yes,39,3,12,69394,F,Yes,Lawyer,PhD,0,13,13,Urban,TRUE,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,.67684698
35830976,1998-07-09,2,1372,4847,0,53,Commercial,27210,7,1,SUV,no,4,Yes,42,0,11,73762,F,No,Blue Collar,High School,262869,1,1,Urban,FALSE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.4842532
35845128,1993-11-25,3,6617,0,0,22,Commercial,30530,9,1,Van,no,0,No,66,0,12,,M,No,Unknown,PhD,579056,15,15,Urban,FALSE,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,.11524159
35861716,1993-07-29,0,0,3499,0,50,Commercial,10210,1,3,Pickup,yes,5,Yes,50,0,14,,M,No,Blue Collar,Bachelors,97670,9,9,Urban,FALSE,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1,.58842033
35871073,1997-09-30,0,0,0,0,46,Commercial,6500,4,3,Pickup,no,0,No,38,1,13,93831,M,No,Manager,Bachelors,279303,11,11,Urban,FALSE,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,.32815334
35872590,1996-01-24,0,0,0,0,21,Private,13870,6,3,Pickup,no,0,No,50,0,13,,F,No,Professional,Bachelors,180517,14,14,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,.066756077
35875868,1993-09-15,0,0,0,0,32,Private,7100,1,1,SUV,no,0,No,56,0,NA,18261,F,No,Blue Collar,<High School,98659,1,1,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,.029578999
35885848,1997-09-06,0,0,0,0,42,Private,13170,4,2,SUV,no,0,No,54,0,8,37092,F,No,Clerical,<High School,0,5,5,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.048166227
35890390,1993-12-08,3,4564,6325,0,25,Commercial,25430,21,1,Panel Truck,no,0,Yes,55,0,10,42680,M,No,Blue Collar,Bachelors,205108,8,8,Urban,FALSE,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,.11489712
35902211,1994-09-18,2,31213,0,0,53,Private,15660,4,1,SUV,no,0,No,44,0,12,97624,F,No,Lawyer,Masters,285242,7,7,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,.35857812
35915731,1995-09-30,0,0,0,0,52,Commercial,25940,6,3,Panel Truck,no,4,No,47,0,14,107406,M,No,Unknown,Masters,,19,19,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,.25624341
35952702,1997-09-11,3,4740,5374,0,5,Private,21860,1,4,SUV,no,0,Yes,27,3,12,78418,F,Yes,Professional,High School,224245,8,8,Urban,TRUE,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,.31697413
35966417,1993-10-02,2,7861,4032,0,33,Private,32880,6,1,Sedan,yes,0,Yes,27,1,11,118870,M,Yes,Unknown,Masters,0,16,16,Urban,FALSE,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,.10984429
35970883,1995-06-10,0,0,0,0,45,Private,13420,14,2,Sedan,yes,0,No,50,0,13,43128,M,No,Professional,Bachelors,144562,11,11,Rural,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,.0054699373
35987901,1996-09-09,3,6591,0,0,37,Private,5800,4,1,Sports Car,no,4,No,43,0,10,69769,F,No,Professional,Bachelors,235716,11,11,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,.55706382
35995256,1995-03-24,0,0,0,0,31,Private,30350,3,1,Van,no,0,No,46,0,NA,67410,F,No,Professional,Masters,210755,22,22,Urban,FALSE,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,.041570351
36004210,1994-07-04,1,5244,1870,0,37,Commercial,12780,1,1,SUV,no,5,Yes,48,0,14,64798,F,No,Blue Collar,High School,231016,10,10,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.46833333
36029126,1994-01-25,2,40943,0,0,7,Private,5900,7,1,Pickup,yes,0,No,44,3,15,38108,M,No,Clerical,<High School,196692,5,5,Urban,FALSE,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,.2686775
36050559,1998-11-07,0,0,0,2,40,Private,11090,1,2,SUV,no,0,No,43,3,12,52906,F,No,Student,High School,0,1,1,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,.12916401
36052666,1995-06-18,2,37412,0,0,52,Commercial,17570,6,2,Van,no,1,No,46,0,12,48885,M,No,Clerical,<High School,,1,1,Rural,FALSE,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,.15280405
36069060,1993-08-06,2,10491,0,1,54,Private,19670,7,1,SUV,no,0,No,63,1,15,118663,F,No,Lawyer,Masters,317637,12,12,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.20764351
36076684,1994-08-27,0,0,0,0,49,Private,24520,6,1,Sports Car,no,1,No,46,0,8,,F,No,Lawyer,Masters,380430,15,15,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,.12844039
36081979,1997-06-22,0,0,0,0,33,Private,8420,10,1,SUV,no,3,No,47,0,7,22213,F,No,Home Maker,Bachelors,158705,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,.045210633
36091487,1993-06-02,0,0,0,0,31,Commercial,31890,1,1,Panel Truck,no,0,No,44,0,11,95091,M,No,Manager,Bachelors,,12,12,Urban,TRUE,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,.18899991
36100271,1993-08-27,0,0,0,0,36,Private,10360,6,1,SUV,no,3,No,55,0,0,0,F,No,Student,<High School,101007,7,7,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.023804365
36105722,1995-08-26,2,4814,0,0,39,Private,12610,4,1,Sedan,yes,2,No,46,0,14,65060,M,No,Professional,Bachelors,206130,6,6,Urban,FALSE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.16323532
36119681,1997-10-26,3,4497,2478,0,30,Commercial,22620,6,3,Panel Truck,yes,7,Yes,58,0,13,84376,M,No,Unknown,Masters,279277,12,12,Urban,FALSE,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.37854514
36133734,1997-12-18,0,0,5250,0,11,Private,26010,7,2,Sedan,no,0,Yes,52,0,9,87455,F,No,Professional,Bachelors,247728,7,7,Urban,FALSE,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.034082074
36135263,1996-09-19,0,0,0,0,5,Private,18080,7,1,SUV,no,4,No,46,0,12,67711,F,No,Lawyer,Masters,0,11,11,Urban,FALSE,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,.38358629
36139258,1997-01-09,0,0,5157,0,28,Commercial,14900,1,1,Sedan,no,2,Yes,49,0,0,0,M,No,Student,High School,0,11,11,Urban,TRUE,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,.43469131
36169426,1998-09-17,1,1263,0,0,38,Commercial,22470,1,3,Sedan,no,2,No,28,0,11,,F,No,Blue Collar,High School,0,7,7,Urban,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,.44953355
36198041,1996-05-11,0,0,0,1,15,Private,1500,1,1,Sedan,yes,0,No,43,2,14,94682,M,No,Manager,Bachelors,292145,11,11,Urban,TRUE,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,.16091357
36202750,1999-02-25,0,0,0,0,25,Private,9690,1,1,SUV,no,0,No,38,2,8,43851,F,No,Clerical,High School,135243,9,9,Rural,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.024839234
36217186,1995-07-28,0,0,0,0,64,Commercial,13880,1,1,SUV,no,0,No,36,1,0,0,F,Yes,Student,Bachelors,,7,7,Rural,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.18056649
36241359,1996-11-04,3,8455,0,0,25,Private,15840,10,2,SUV,no,1,No,42,0,12,9109,F,No,Home Maker,Bachelors,103306,6,6,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.17191327
36245912,1998-05-30,1,3137,0,0,46,Commercial,27110,6,1,Panel Truck,no,4,No,40,0,10,74871,M,No,Blue Collar,High School,206864,7,7,Urban,FALSE,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,.31437585
36252575,1994-07-02,1,6417,0,0,52,Commercial,15440,10,2,Sedan,yes,0,No,56,0,14,54286,M,No,Blue Collar,High School,0,1,1,Urban,FALSE,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,.39510047
36279161,1997-04-10,2,10474,0,0,49,Commercial,25840,17,2,Panel Truck,yes,1,No,53,0,13,110911,M,No,Professional,Bachelors,335699,7,7,Urban,FALSE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.17123421
36279532,1995-10-14,0,0,0,1,58,Private,26670,1,1,Sedan,no,2,No,44,3,12,44893,F,No,Clerical,High School,222835,14,14,Rural,TRUE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,.020738788
36292520,1996-03-17,0,0,3336,0,17,Private,9860,6,2,Pickup,yes,0,Yes,42,0,13,,M,No,Clerical,<High School,123721,7,7,Urban,FALSE,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.10003148
36358681,1998-06-25,3,7186,1858,0,28,Commercial,6640,15,1,Sports Car,no,2,Yes,27,1,10,20972,F,Yes,Student,Bachelors,0,8,8,Urban,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,.69168234
36378422,1997-07-20,0,0,0,0,21,Private,17200,4,2,SUV,no,0,No,40,3,10,48654,F,No,Blue Collar,<High School,157515,6,6,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,.020216696
36409939,1996-12-18,2,2257,0,0,51,Private,11700,4,2,SUV,no,3,No,47,0,12,55019,F,No,Professional,Bachelors,206801,9,9,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.31266555
36422006,1994-06-19,0,0,0,0,24,Private,9340,13,2,Sports Car,no,0,No,49,0,8,22059,F,No,Clerical,<High School,,1,1,Urban,FALSE,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,.21063596
36423353,1997-12-01,0,0,0,0,59,Private,17740,1,1,Van,yes,0,No,53,0,14,109437,M,No,Doctor,PhD,333093,3,3,Urban,TRUE,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,.20469065
36428146,1993-08-21,0,0,0,2,17,Private,12070,8,1,SUV,no,0,No,42,3,18,63737,F,No,Clerical,<High School,182220,5,5,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,.039559092
36431670,1994-12-22,3,5211,0,0,24,Private,37130,1,1,Pickup,no,3,No,54,0,10,235075,F,No,Doctor,PhD,565122,16,16,Urban,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,.14376476
36454182,1998-08-07,4,3608,2298,0,19,Private,3870,6,3,SUV,no,5,Yes,33,0,5,12067,F,No,Clerical,<High School,119691,1,1,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.48761439
36455226,1994-10-05,0,0,3663,0,27,Commercial,18660,1,1,Van,yes,3,Yes,34,0,9,15363,M,No,Blue Collar,<High School,0,1,1,Urban,TRUE,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,.78012812
36461554,1994-02-18,1,7378,4390,0,24,Private,10800,6,1,SUV,no,4,Yes,60,0,15,1007,F,No,Student,Bachelors,0,4,4,Urban,FALSE,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,.27753791
36474649,1997-07-08,1,8283,0,0,34,Private,15370,9,2,SUV,no,0,No,41,1,12,218,F,Yes,Student,High School,,8,8,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.27400672
36479259,1996-12-22,0,0,0,0,30,Private,17990,10,3,Sedan,no,7,No,50,0,NA,114923,F,No,Doctor,PhD,298946,26,26,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.048176527
36491798,1995-04-13,0,0,0,0,15,Commercial,5900,7,1,Pickup,yes,0,No,44,4,18,96210,M,No,Unknown,Masters,247876,16,16,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.22693609
36519946,1994-08-03,1,4165,0,1,23,Private,22060,1,2,Sedan,no,4,No,41,2,8,96330,M,Yes,Lawyer,Masters,250551,18,18,Urban,TRUE,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,.20416015
36520402,1997-11-12,0,0,0,0,37,Private,13780,7,2,SUV,no,0,No,51,0,13,43406,F,No,Blue Collar,<High School,151929,1,1,Rural,FALSE,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,.019729631
36535295,1998-01-12,0,0,0,0,19,Private,26310,4,2,Sedan,no,0,No,51,0,15,92962,F,No,Lawyer,Masters,302726,9,9,Urban,FALSE,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,.094057649
36542959,1996-01-29,0,0,0,0,43,Private,9920,14,1,SUV,no,0,No,52,0,12,50853,F,No,Professional,Masters,0,19,19,Urban,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,.15112381
36544250,1997-04-13,1,4266,0,0,23,Private,9940,10,1,Pickup,no,1,No,44,0,12,33474,M,No,Clerical,High School,78982,1,1,Urban,FALSE,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,.1448904
36557437,1999-04-17,0,0,0,0,32,Private,39360,3,1,Sedan,no,1,No,44,0,NA,108375,F,No,Professional,Bachelors,285331,15,15,Urban,FALSE,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,.031074047
36582875,1999-05-08,2,8194,4412,0,37,Commercial,21180,4,1,Van,no,2,Yes,35,0,9,46255,M,No,Manager,High School,0,1,1,Urban,FALSE,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,.6205005
36587046,1996-11-04,2,8352,6315,0,44,Commercial,6200,1,1,SUV,no,10,Yes,47,0,14,52891,F,No,Blue Collar,High School,232693,10,10,Urban,TRUE,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,.72180712
36592649,1996-06-16,0,0,0,3,35,Commercial,9790,5,2,Pickup,no,4,No,38,3,15,27419,M,No,Blue Collar,High School,135907,4,4,Rural,FALSE,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,.24118479
36597166,1999-01-26,2,865,0,0,17,Private,10610,1,1,SUV,no,7,No,48,0,13,43136,F,No,Home Maker,Masters,175406,16,16,Urban,TRUE,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,.27182561
36602278,1994-09-27,0,0,0,0,40,Commercial,9700,13,2,Pickup,yes,3,No,51,0,12,30969,M,No,Clerical,High School,181779,8,8,Urban,FALSE,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,.2462319
36609565,1995-08-06,0,0,0,0,18,Private,1500,10,1,Sedan,no,2,No,51,0,0,,M,No,Student,Bachelors,0,13,13,Rural,FALSE,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,.010445418
36611489,1995-05-10,0,0,4905,2,37,Private,15480,1,1,Sedan,yes,5,Yes,45,2,10,75209,M,Yes,Lawyer,Masters,0,14,14,Urban,TRUE,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,.47904304
36612791,1998-02-14,0,0,0,0,38,Commercial,29980,1,1,Panel Truck,yes,0,No,48,0,14,43996,M,No,Clerical,<High School,210809,1,1,Urban,TRUE,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,.23924601
36617324,1998-01-19,2,1744,0,0,63,Private,9110,4,3,Pickup,yes,0,No,42,0,7,70141,M,No,Blue Collar,<High School,237130,6,6,Urban,FALSE,0,0,0,0,1,0,0,0,1,0,1,1,0,1,1,1,.28910741
